time,connect,request 
0,0.6,1.5 
10,0.9,2.2 
20,0.9,2.3 
30,1.7,4.8 
40,1,3.5 
50,1.7,4.9 
60,1.7,5.8 
70,1.3,4.3 
80,1.1,4.7 
90,0.8,4.2 
100,0.5,2.4 
110,0,1.2 
120,1,3.4 
130,0,0.6 
140,0,0 
