time,freemem@tsung_controller@ip-172-31-23-21 
0,3517.03515625 
10,3516.671875 
20,3516.328125 
30,3515.609375 
40,3513.1171875 
50,3512.3203125 
60,3510.1484375 
70,3508.82421875 
80,3505.41796875 
90,3503.83984375 
100,3503.26953125 
110,3498.2578125 
120,3496.95703125 
130,3489.15625 
140,3488.1328125 
150,3487.41796875 
160,3486.78515625 
170,3485.59765625 
180,3481.30859375 
190,3472.29296875 
200,3452.5390625 
210,3436.203125 
220,3429.421875 
230,3426.421875 
240,3424.8359375 
250,3422.75390625 
260,3410.296875 
270,3409.5625 
280,3409.11328125 
290,3409.11328125 
300,3409.078125 
310,3409.078125 
320,3409.078125 
