time,users,connected 
0,10,10 
10,19,8 
20,40,20 
30,52,14 
40,84,31 
50,105,22 
60,117,7 
70,158,44 
80,188,23 
90,225,41 
100,240,11 
110,276,37 
120,300,28 
130,332,19 
140,369,46 
150,407,33 
160,476,71 
170,581,97 
180,676,91 
190,793,116 
200,958,176 
210,1097,134 
220,1227,-44 
230,1362,10 
240,1383,-22 
250,1383,-117 
260,1383,-127 
270,1383,-111 
280,1383,-123 
290,1383,-134 
300,1383,-121 
310,1383,-49 
320,1383,-97 
