time,users,connected 
0,16,16 
10,23,23 
20,32,31 
30,32,31 
40,37,36 
50,43,44 
60,46,42 
70,55,44 
80,60,46 
90,70,53 
100,62,48 
110,63,45 
120,135,117 
130,142,124 
140,134,116 
150,88,69 
160,77,51 
170,72,47 
180,66,31 
190,58,0 
200,50,0 
210,46,0 
220,7,0 
227,0,0 
