time,page 
0,41.913871287128735 
10,34.66819148936171 
20,31.866518867924555 
30,31.311344827586176 
40,28.644088803088806 
50,32.504739299610904 
60,30.040546546546544 
70,28.226970074812986 
80,25.331663697104673 
90,28.282929889298895 
100,26.430871999999994 
110,28.463932659932656 
120,28.06695454545455 
130,29.055808201058177 
140,29.71843203230147 
150,30.60816727716727 
160,31.519993235625712 
170,28.619394919168563 
180,33.86836503067493 
190,38.77288323353285 
200,45.757184645286635 
210,295.7594669767448 
220,62.14680055147049 
230,42.023006980802805 
240,61.70078444084274 
250,90.8770663683818 
260,76.4694713467051 
270,77.50697434069835 
280,195.74979970866684 
290,640.8598198133517 
300,881.5481368348285 
310,1518.7286906158367 
320,2233.714385897435 
330,2064.790848443843 
340,41.14342954739538 
350,34.58017350746263 
360,23.739353767560694 
370,14.501794354838708 
380,14.06100631578946 
390,16.150846153846135 
