time,connect,request 
0,0.865,10.996 
10,0.865,7.417 
20,0.865,7.417 
30,0.865,7.417 
40,0.865,7.417 
50,0.861,7.417 
60,0.861,6.721 
70,0.852,6.721 
80,0.852,6.721 
90,0.851,6.721 
100,0.851,6.721 
110,0.832,6.721 
120,0.832,6.721 
130,0.832,0.496 
140,0.832,0.483 
150,0.832,0.477 
160,0.832,0.477 
170,0.832,0.472 
180,0.832,0.472 
190,0.737,0.472 
200,0.692,0.471 
210,0.692,0.471 
220,0.692,0.464 
230,0.692,0.464 
240,0.692,0.464 
250,0.692,0.464 
260,0.692,0.464 
270,0.692,0.464 
280,0.692,0.464 
290,0.692,0.464 
300,0.692,0.464 
310,0.692,0.464 
320,0.692,0.464 
330,0.692,0.464 
340,0.692,0.464 
350,0.692,0.464 
360,0.692,0.464 
367,0.692,0.464 
