time,502,200,500,302 
130,2.6,17.4,,6.5 
140,25.9,12.6,,5.3 
150,30.3,10.7,,3.7 
160,19.4,20.4,0.1,8.6 
170,37.4,16.7,0.8,6.4 
180,57.7,16.4,1.2,6.2 
190,59.8,15.3,0.8,7.8 
200,88.9,13.8,0.4,5.1 
210,80.9,13.4,2,6.6 
220,110.2,12.3,1.6,6 
230,119.9,14.9,2.3,9.3 
240,94.2,13.1,3.2,7.3 
250,99.8,9.4,2,3.7 
260,104.7,8,2.9,3.6 
270,103.1,7.3,2.3,3.3 
280,58.2,7.4,2.2,4.2 
290,54.3,6.1,1.3,4.5 
300,68.8,6.2,1.8,5.4 
310,64.7,5.5,1.7,3.1 
320,18.3,6.3,1.2,9 
330,9,5.6,0,4 
340,0,5.1,0,4.8 
350,0,5.8,0,5.7 
360,0,5.5,0,2.4 
367,0,7.5,0,3.9 
