time,connect,request 
0,1.4,3.4 
10,0.8,1.8 
20,1.4,3 
30,1.3,2.5 
40,2.5,9.3 
50,2.8,8.8 
60,4.6,12.6 
70,5.4,16.8 
80,3.3,15.1 
90,6.7,22.5 
100,5,22 
110,6.8,21.2 
120,9,30.9 
130,9.5,26.5 
140,11.1,43.8 
150,12.7,44.7 
160,14.4,48.5 
170,14.1,61.3 
180,18.3,81.5 
190,22.8,83.7 
200,27,108.2 
210,25.4,102.9 
220,29.9,130.1 
230,32.5,146.4 
240,14.5,117.8 
250,7.6,114.9 
260,7.9,119.2 
270,11.8,116 
280,10.8,72 
290,12.9,66.2 
300,14.9,82.2 
310,6.5,75 
320,1.6,34.8 
330,0.5,18.6 
340,0,9.9 
350,0,11.5 
360,0,7.9 
367,0,11.4 
