time,page 
0,171.666 
10,171.666 
20,171.666 
30,749.552 
40,831.063 
50,831.063 
60,851.851 
70,878.166 
80,1008.693 
90,1197.552 
100,1197.552 
110,1490.878 
120,2336.976 
130,3337.026 
140,3337.026 
150,3622.694 
160,4300.441 
170,6029.335 
180,10545.039 
190,14375.001 
200,18676.218 
210,18676.218 
220,18676.218 
230,18676.218 
240,18676.218 
250,18676.218 
260,22336.715 
270,25948.571 
280,26312.717 
290,26312.717 
300,26312.717 
310,26312.717 
320,26312.717 
330,27194.391 
340,27269.291 
347,27269.291 
