time,recvpackets@tsung_controller@ip-172-31-19-35 
10,606 
20,973.0 
30,601.0 
40,1350.0 
50,1648.0 
60,1322.0 
70,2309.0 
80,2781.0 
90,2989.0 
100,3377.0 
110,3680.0 
120,3968.0 
130,4293.0 
140,4706.0 
150,4772.0 
160,4956.0 
170,4994.0 
180,5464.0 
190,5928.0 
200,5938.0 
210,5912.0 
220,6636.0 
230,6483.0 
240,7025.0 
250,7998.0 
260,8024.0 
270,7945.0 
280,8403.0 
290,8657.0 
300,8554.0 
310,8461.0 
320,7923.0 
330,8145.0 
340,4033.0 
350,3322.0 
360,3331.0 
370,2159.0 
380,1984.0 
390,1759.0 
400,1796.0 
410,858.0 
420,361.0 
430,211.0 
440,210.0 
450,389.0 
