time,users_count,finish_users_count 
0,78,0 
10,195,0 
20,279,0 
30,416,15 
40,585,72 
50,719,115 
60,922,175 
70,1123,270 
80,1322,373 
90,1548,493 
100,1810,624 
110,2055,763 
120,2323,920 
130,2611,1099 
140,2920,1302 
150,3249,1522 
160,3593,1765 
170,3943,1986 
180,4328,2269 
190,4723,2571 
200,5085,2885 
210,5527,3212 
220,5969,3566 
230,6428,3902 
240,6903,4248 
250,7429,4663 
260,7895,5068 
270,8438,5515 
280,8977,5962 
290,9488,6433 
300,10100,6880 
310,10632,7403 
320,11197,7896 
330,11270,8378 
340,11270,8904 
350,11270,9418 
360,11270,9894 
370,11270,10183 
380,11270,10498 
390,11270,10754 
400,11270,11000 
410,11270,11069 
420,11270,11091 
430,11270,11137 
440,11270,11170 
450,11270,11214 
