time,sentpackets@tsung_controller@ip-172-31-19-35 
10,649 
20,1102.0 
30,641.0 
40,1458.0 
50,1756.0 
60,1533.0 
70,2351.0 
80,2781.0 
90,2955.0 
100,3259.0 
110,3666.0 
120,3981.0 
130,4393.0 
140,4778.0 
150,5082.0 
160,5173.0 
170,5281.0 
180,5721.0 
190,6407.0 
200,6452.0 
210,6409.0 
220,7243.0 
230,7109.0 
240,7559.0 
250,8702.0 
260,8818.0 
270,8723.0 
280,9234.0 
290,9607.0 
300,9454.0 
310,9764.0 
320,9516.0 
330,9593.0 
340,5373.0 
350,4787.0 
360,4891.0 
370,3291.0 
380,2816.0 
390,2589.0 
400,2457.0 
410,1491.0 
420,515.0 
430,228.0 
440,248.0 
450,662.0 
