time,freemem@tsung_controller@ip-172-31-28-236 
0,3515.76953125 
10,3517.38671875 
20,3517.2734375 
30,3517.16015625 
40,3517.171875 
50,3516.453125 
60,3515.9765625 
70,3515.86328125 
80,3514.91015625 
90,3513.953125 
100,3512.87109375 
110,3511.9921875 
120,3512.0 
130,3511.91015625 
140,3510.19140625 
150,3508.30859375 
160,3507.16796875 
170,3506.05078125 
180,3506.05859375 
190,3505.953125 
200,3506.11328125 
210,3506.1328125 
220,3506.171875 
230,3506.21484375 
240,3506.1015625 
250,3506.109375 
254,3505.8828125 
