time,page 
0,76.08120000000001 
10,35.299200000000006 
20,28.78169230769231 
30,77.27541666666666 
40,307.83414634146334 
50,297.464512195122 
60,867.7691999999997 
70,1133.8972698412697 
80,3475.9902203389834 
90,5138.936634920637 
100,6918.407298969071 
110,8069.1093294117545 
120,8824.595697674422 
130,10080.42002469136 
140,9354.783798850582 
150,7301.1359999999995 
160,9530.64148226951 
170,15542.007890510955 
180,13752.030878787878 
190,15464.600681250002 
200,14312.856022900756 
210,17312.37044444444 
220,14151.509962264152 
230,40882.80376190475 
240,38648.08621428571 
250,55304.189228571435 
260,65887.72341025641 
270,62222.895868852465 
280,55207.55102857144 
284,37304.51169565216 
