time,users,connected 
0,103,98 
10,194,93 
20,299,103 
30,416,119 
40,499,81 
50,590,95 
60,708,93 
70,832,116 
80,918,98 
90,1016,81 
100,1175,164 
110,1220,35 
120,1328,106 
130,1445,99 
140,1533,91 
150,1614,87 
160,1702,69 
170,1821,143 
180,1937,53 
190,2049,-9 
200,2173,-25 
210,2268,-12 
220,2351,21 
230,2458,38 
240,2581,-54 
250,2644,7 
260,2737,18 
270,2798,9 
280,2911,-9 
290,3005,12 
300,3156,-20 
310,3262,33 
320,3344,-27 
330,3356,-144 
340,3356,-227 
350,3356,-299 
360,3356,-208 
370,3356,-94 
380,3356,-277 
390,3356,-279 
400,3356,-160 
407,3356,-118 
