time,recvpackets@tsung_controller@ip-172-31-16-50 
10,133 
20,44.0 
30,71.0 
40,111.0 
50,127.0 
60,142.0 
70,64.0 
80,231.0 
90,379.0 
100,203.0 
110,389.0 
120,97.0 
130,731.0 
140,113.0 
150,89.0 
160,400.0 
170,72.0 
180,63.0 
190,221.0 
200,315.0 
210,90.0 
220,99.0 
227,714.0 
