time,page 
0,41.004124999999995 
10,28.805857142857143 
20,37.0865 
30,39.33157142857143 
40,30.386533333333333 
50,36.237857142857145 
60,61.470375 
70,27.634333333333334 
80,37.58878571428573 
90,37.589999999999996 
100,37.507851851851854 
110,37.29141666666666 
120,33.74317241379311 
130,33.37545 
140,27.497857142857146 
150,38.34910638297872 
160,39.30554545454546 
170,30.880000000000003 
180,31.0235 
190,29.339125 
200,26.500249999999994 
210,34.653000000000006 
220,24.25252777777777 
227,21.856099999999998 
