time,page 
0,11.966 
10,10.875 
20,7.761 
30,7.761 
40,7.761 
50,7.761 
60,7.761 
70,7.761 
80,7.761 
90,7.761 
100,7.761 
110,7.761 
120,7.761 
130,7.761 
140,7.761 
150,7.761 
160,7.761 
170,7.761 
180,7.761 
190,7.761 
200,7.761 
210,7.761 
220,7.761 
224,7.761 
