time,connect,request 
0,8.1,15.8 
10,10.8,22.3 
20,11.3,20.5 
30,14.1,35.5 
40,13.7,36.1 
50,13.4,40.4 
60,19,46.6 
70,24.6,55.5 
80,25.8,58.7 
90,27,58.6 
100,33.3,83 
110,38.3,78.5 
120,44.3,90.5 
130,47.9,95.8 
140,49.7,100.6 
150,53.2,103.2 
160,57.1,117.9 
170,64.1,124.9 
180,64,125.8 
190,70.1,137.3 
200,73.4,146.5 
210,74.1,150.7 
220,86.5,162.6 
230,98.9,161.4 
240,98.8,157.7 
250,105.3,167.4 
260,113.6,192.8 
270,115,192 
280,119.3,196 
290,121.4,200 
300,126.8,209.6 
310,130.9,215.5 
320,124.7,203.4 
330,76.6,121.2 
340,54.3,106.9 
350,52.5,115 
360,26,85.1 
370,29.9,68.1 
380,29.1,65.2 
390,25.1,54.3 
400,10.2,35.1 
410,0,10.2 
420,0,0 
430,0,0 
440,0,0 
450,0,0 
460,0,0 
467,0,0.1 
