time,recvpackets@tsung_controller@ip-172-31-31-18 
10,714 
20,871.0 
30,615.0 
40,1541.0 
50,1486.0 
60,1741.0 
70,2135.0 
80,2545.0 
90,2865.0 
100,3344.0 
110,3594.0 
120,3607.0 
130,3968.0 
140,4590.0 
150,4418.0 
160,4757.0 
170,5082.0 
180,5138.0 
190,5496.0 
200,5665.0 
210,5878.0 
220,6170.0 
230,6663.0 
240,7349.0 
250,7334.0 
260,7627.0 
270,8170.0 
280,8084.0 
290,8418.0 
300,8536.0 
310,8937.0 
320,9093.0 
330,8642.0 
340,5087.0 
350,4647.0 
360,4410.0 
370,3431.0 
380,2637.0 
390,2716.0 
400,2533.0 
410,1117.0 
420,220.0 
430,0.0 
440,6.0 
450,0.0 
460,0.0 
467,0.0 
