time,users_count,finish_users_count 
0,86,0 
10,199,0 
20,302,0 
30,447,20 
40,583,67 
50,718,131 
60,914,190 
70,1117,257 
80,1318,361 
90,1543,463 
100,1774,613 
110,1998,786 
120,2287,953 
130,2571,1108 
140,2879,1314 
150,3191,1508 
160,3556,1717 
170,3922,1938 
180,4289,2204 
190,4679,2493 
200,5066,2811 
210,5465,3151 
220,5921,3496 
230,6368,3849 
240,6823,4220 
250,7295,4628 
260,7821,5026 
270,8341,5473 
280,8869,5909 
290,9396,6372 
300,9946,6854 
310,10538,7329 
320,11104,7833 
330,11155,8230 
340,11155,8750 
350,11155,9319 
360,11155,9847 
370,11155,10156 
380,11155,10514 
390,11155,10806 
400,11155,11060 
410,11155,11154 
420,11155,11154 
430,11155,11154 
440,11155,11154 
450,11155,11154 
460,11155,11154 
467,11155,11155 
