time,sentpackets@tsung_controller@ip-172-31-31-18 
10,749 
20,908 
30,908 
40,1514 
50,1558 
60,1895 
70,2192 
80,2622 
90,2859 
100,3172 
110,3684 
120,3804 
130,4098 
140,4704 
150,4704 
160,4956 
170,5304 
180,5467 
190,5941 
200,6175 
210,6470 
220,6825 
230,7425 
240,7997 
250,7997 
260,8405 
270,8973 
280,8999 
290,9366 
300,9497 
310,9919 
320,10013 
330,10013 
340,10013 
350,10013 
360,10013 
370,10013 
380,10013 
390,10013 
400,10013 
410,10013 
420,10013 
430,10013 
440,10013 
450,10013 
460,10013 
467,10013 
