time,session 
30,35377.793 
40,35377.793 
50,35377.793 
60,35461.815 
70,35678.044 
80,81031.679 
90,82874.506 
100,85036.729 
110,86510.974 
120,86763.162 
130,86763.162 
140,86763.162 
150,86763.162 
160,87209.876 
170,88695.76 
180,92299.473 
190,94899.577 
200,104266.39 
210,104266.39 
220,104266.39 
230,104266.39 
240,104266.39 
250,104266.39 
260,104266.39 
270,104266.39 
280,104266.39 
290,104266.39 
300,104266.39 
310,104266.39 
320,104266.39 
330,104266.39 
340,104266.39 
350,104266.39 
360,104266.39 
370,104266.39 
380,104266.39 
390,104266.39 
400,104266.39 
410,104266.39 
420,104266.39 
430,104266.39 
440,104266.39 
450,104266.39 
460,104266.39 
467,152828.465 
