time,page 
0,347.988 
10,347.988 
20,347.988 
30,559.889 
40,559.889 
50,559.889 
60,669.788 
70,792.804 
80,2318.826 
90,5416.924 
100,8862.985 
110,10255.429 
120,10505.189 
130,10505.189 
140,10505.189 
150,10505.189 
160,10505.189 
170,10505.189 
180,10505.189 
190,10505.189 
200,14363.37 
210,14363.37 
220,14363.37 
230,14363.37 
240,14363.37 
250,14363.37 
260,14363.37 
270,14363.37 
280,14363.37 
290,14363.37 
300,14363.37 
310,14363.37 
320,14363.37 
330,14363.37 
340,14363.37 
350,14363.37 
360,14363.37 
370,14363.37 
380,14363.37 
390,14363.37 
400,14363.37 
410,14363.37 
420,14363.37 
430,14363.37 
440,14363.37 
450,14363.37 
460,14363.37 
467,65035.446 
