time,connect,request 
0,12.485,133.615 
10,12.485,133.615 
20,12.485,133.615 
30,12.485,358.084 
40,12.485,369.962 
50,12.485,420.049 
60,12.485,443.082 
70,12.485,637.49 
80,13.197,637.49 
90,13.197,637.49 
100,13.197,637.49 
110,13.197,637.49 
120,23.03,637.49 
130,23.03,637.49 
140,23.03,679.997 
150,23.03,687.189 
160,23.03,701.93 
170,23.03,701.93 
180,23.03,1026.041 
190,23.03,1026.041 
200,23.03,1442.663 
210,23.03,1539.903 
220,23.03,1783.683 
230,23.03,3119.34 
240,23.03,3119.34 
247,23.03,3119.34 
