time,size_sent,size_rcv 
0,8.88671875,28.93828125 
10,7.209375,24.0640625 
20,8.1078125,30.6375 
30,24.9,76.9640625 
40,46.6953125,133.0484375 
50,80.6140625,210.97734375 
60,94.9453125,261.44765625 
70,116.43046875,306.48125 
80,187.00703125,475.25703125 
90,197.76171875,513.71640625 
100,217.0375,521.51796875 
110,215.559375,534.5921875 
120,312.50546875,766.66171875 
130,303.73828125,728.565625 
140,344.0875,868.22734375 
150,367.85078125,945.48828125 
160,408.225,1036.09765625 
170,456.95,1157.5828125 
180,566.928125,1429.7578125 
190,648.98515625,1660.32109375 
200,663.83984375,1444.0375 
210,686.97421875,1572.9171875 
220,826.89140625,1835.4203125 
230,700.87421875,1557.3921875 
240,394.12890625,818.5515625 
247,83.60234375,179.45859375 
