time,connect,request 
0,12.656,146.536 
10,12.656,146.536 
20,12.656,146.536 
30,12.656,361.835 
40,12.656,420.415 
50,12.656,420.415 
60,12.784,420.415 
70,12.784,420.415 
80,12.784,420.415 
90,12.784,420.415 
100,12.784,428.405 
110,12.784,428.405 
120,15.595,431.427 
130,15.595,431.427 
140,15.595,434.657 
150,15.595,754.447 
160,15.595,754.447 
170,15.595,1037.305 
180,15.595,1037.305 
190,15.595,1037.305 
200,19.285,1037.305 
210,19.285,1037.305 
220,19.285,1037.305 
230,19.285,1037.305 
240,19.285,1037.305 
250,19.285,1100.677 
260,19.285,1228.96 
270,19.285,1228.96 
280,19.285,1228.96 
290,19.285,1228.96 
294,19.285,1228.96 
