time,page 
0,99.28589427362924 
10,78.86692990955954 
20,70.86085692997227 
30,172.81001638743655 
40,324.7063825678934 
50,235.241829121304 
60,345.45395670341765 
70,245.58762007880856 
80,319.5027595423677 
90,285.36261522096834 
100,336.62150223285494 
110,316.4253306105083 
120,308.3742439503667 
130,331.6608404775985 
140,315.04321218600563 
150,328.4496239219143 
160,328.4058667673433 
170,392.2368258023094 
180,289.1646683724795 
190,311.0184385867018 
200,326.0346579231025 
210,342.7400847724041 
220,386.19281135279425 
230,399.13660159912405 
240,400.9149787013336 
250,487.5321963778578 
260,561.3447583523074 
270,604.7869008866496 
280,339.7066439829672 
290,97.9608909575232 
294,0 
