time,recvpackets@tsung_controller@ip-172-31-27-7 
10,111 
20,111 
30,111 
40,139 
50,259 
60,343 
70,467 
80,467 
90,615 
100,649 
110,1025 
120,1025 
130,1161 
140,1270 
150,1520 
160,1717 
170,1952 
180,2145 
190,2722 
200,2951 
210,3660 
220,4592 
230,5141 
240,5525 
250,5525 
260,5525 
270,5525 
280,5525 
290,5525 
294,5525 
