time,load@tsung_controller@ip-172-31-23-21 
0,0.1015625 
10,0.1015625 
20,0.1015625 
30,0.1015625 
40,0.1015625 
50,0.1015625 
60,0.1015625 
70,0.1015625 
80,0.1015625 
90,0.1015625 
100,0.1015625 
110,0.1015625 
120,0.1015625 
130,0.1015625 
140,0.1015625 
150,0.1015625 
160,0.1015625 
170,0.1015625 
180,0.1015625 
190,0.1015625 
200,0.1015625 
210,0.1015625 
220,0.1484375 
230,0.1484375 
240,0.1484375 
250,0.1484375 
260,0.1484375 
270,0.1484375 
280,0.1484375 
290,0.1484375 
300,0.1484375 
310,0.1484375 
320,0.1484375 
330,0.1484375 
340,0.1484375 
