time,load@tsung_controller@ip-172-31-23-21 
0,0.1015625 
10,0.08984375 
20,0.0703125 
30,0.05859375 
40,0.05078125 
50,0.0390625 
60,0.0390625 
70,0.03125 
80,0.01953125 
90,0.01953125 
100,0.01953125 
110,0.01171875 
120,0.01171875 
130,0.01171875 
140,0.01171875 
150,0.01171875 
160,0.0 
170,0.0 
180,0.0 
190,0.0 
200,0.0 
210,0.0 
220,0.1484375 
230,0.12109375 
240,0.1015625 
250,0.08984375 
260,0.0703125 
270,0.05859375 
280,0.05078125 
290,0.0390625 
300,0.0390625 
310,0.03125 
320,0.01953125 
330,0.01953125 
340,0.01953125 
