time,users,connected 
0,3,3 
10,8,5 
20,13,4 
30,19,6 
40,20,0 
50,26,6 
60,26,2 
70,27,1 
80,28,-4 
90,28,-7 
100,28,-3 
110,28,-6 
120,28,0 
130,28,-3 
140,28,0 
