time,users_count,finish_users_count 
0,10,0 
10,16,0 
20,33,0 
30,49,2 
40,84,7 
50,111,10 
60,142,19 
70,182,28 
80,236,52 
90,277,63 
100,332,93 
110,397,119 
120,468,157 
130,534,194 
140,623,233 
150,727,281 
160,872,345 
170,1026,400 
180,1184,480 
190,1397,573 
200,1587,699 
210,1842,815 
220,2086,950 
230,2388,1088 
240,2700,1295 
250,3061,1469 
260,3464,1692 
270,3894,1931 
280,4281,2182 
290,4731,2517 
300,5243,2869 
310,5723,3198 
320,6237,3585 
330,6813,4004 
340,7389,4439 
350,7981,4910 
360,8558,5355 
370,9194,5844 
380,9913,6218 
390,10574,6695 
400,11243,7274 
410,11993,7915 
420,12789,8583 
430,13581,9198 
440,13779,9954 
450,13779,10761 
460,13779,11425 
470,13779,12126 
480,13779,12457 
