time,size_sent,size_rcv 
0,10.5578125,10.7171875 
10,15.99296875,16.178125 
20,30.65234375,30.84296875 
30,57.39765625,59.2046875 
40,106.18671875,109.98515625 
50,150.0515625,156.0625 
60,210.98984375,220.40390625 
70,296.928125,316.00234375 
80,446.11171875,472.72265625 
90,540.4734375,576.89765625 
100,710.71015625,759.353125 
110,897.7203125,969.03828125 
120,1116.79921875,1204.05 
130,1341.57421875,1446.79296875 
140,1579.43125,1707.31640625 
150,1887.5546875,2048.9109375 
160,2262.64375,2442.265625 
170,2621.203125,2833.68125 
180,3103.3890625,3361.95859375 
190,3683.859375,3991.28125 
200,4367.73203125,4730.7828125 
210,5066.96640625,5487.20390625 
220,5837.62578125,6332.18515625 
230,6672.825,7241.66328125 
240,7754.6578125,8414.96875 
250,8812.85390625,9566.9515625 
260,10106.18515625,10978.940625 
270,11455.85,12431.984375 
280,12850.63828125,13977.740625 
290,14582.209375,15865.74765625 
300,16484.1765625,17936.97734375 
310,18241.43125,19859.0953125 
320,20293.87109375,22089.2015625 
330,22520.59609375,24538.47890625 
340,24825.58828125,27056.41171875 
350,27214.14140625,29646.2953125 
360,29601.85078125,32270.95625 
370,32141.16328125,35048.1078125 
380,34626.6515625,37501.36328125 
390,37179.64921875,40150.08046875 
400,40106.6890625,42821.753125 
410,43211.99296875,45844.01953125 
420,46446.5734375,48880.1265625 
430,49452.79609375,51902.384375 
440,52259.68984375,55369.08046875 
450,55022.3140625,58934.06875 
460,57532.78125,62154.8359375 
470,59858.41796875,65088.11328125 
480,61123.54609375,66755.3796875 
