time,users,connected 
0,10,10 
10,16,16 
20,33,33 
30,47,46 
40,77,76 
50,101,99 
60,123,119 
70,154,151 
80,184,180 
90,214,208 
100,239,231 
110,278,266 
120,311,305 
130,340,330 
140,390,367 
150,446,434 
160,527,512 
170,626,609 
180,704,683 
190,824,800 
200,888,869 
210,1027,997 
220,1136,1110 
230,1300,1245 
240,1405,1309 
250,1592,1331 
260,1772,1446 
270,1963,1497 
280,2099,1622 
290,2214,1709 
300,2374,1819 
310,2525,1918 
320,2652,2024 
330,2809,2209 
340,2950,2368 
350,3071,2390 
360,3203,2503 
370,3350,2596 
380,3695,2513 
390,3879,2558 
400,3969,2613 
410,4078,2706 
420,4206,2743 
430,4383,2816 
440,3825,2441 
450,3018,1960 
460,2354,1564 
470,1653,1057 
480,1322,917 
