time,load@tsung_controller@ip-172-31-17-202 
0,0.0 
10,0.0 
20,0.0 
30,0.0 
40,0.0 
50,0.0 
60,0.0 
70,0.078125 
80,0.0703125 
90,0.05859375 
100,0.05078125 
110,0.0390625 
120,0.03125 
130,0.03125 
140,0.01953125 
150,0.01953125 
160,0.01953125 
170,0.01171875 
180,0.01171875 
190,0.01171875 
200,0.01171875 
210,0.0 
220,0.0 
230,0.0 
240,0.078125 
250,0.140625 
260,0.12109375 
270,0.1796875 
280,0.1484375 
290,0.12890625 
300,0.109375 
310,0.08984375 
320,0.078125 
330,0.1484375 
340,0.12109375 
350,0.1015625 
360,0.08984375 
370,0.0703125 
380,0.05859375 
390,0.12890625 
400,0.109375 
410,0.08984375 
420,0.078125 
430,0.05859375 
440,0.05078125 
450,0.12109375 
460,0.171875 
470,0.1484375 
480,0.12109375 
