time,recvpackets@tsung_controller@ip-172-31-31-18 
10,623 
20,795 
30,795 
40,1420 
50,1692 
60,1692 
70,2166 
80,2453 
90,2762 
100,3420 
110,3770 
120,3770 
130,4254 
140,4498 
150,4498 
160,4519 
170,5157 
180,5209 
190,5364 
200,5364 
210,5754 
220,6425 
230,6540 
240,6868 
250,7560 
260,7560 
270,7868 
280,7996 
290,8044 
300,8359 
310,8949 
320,9198 
330,9330 
340,9330 
350,9330 
360,9330 
370,9330 
380,9330 
390,9330 
400,9330 
410,9330 
412,9330 
