time,users,connected 
0,88,82 
10,188,186 
20,302,302 
30,419,418 
40,517,516 
50,611,604 
60,763,741 
70,896,871 
80,1008,852 
90,1133,846 
100,1226,845 
110,1314,854 
120,1393,857 
130,1521,836 
140,1630,844 
150,1727,855 
160,1823,839 
170,1911,854 
180,1990,851 
190,2083,831 
200,2183,849 
210,2281,841 
220,2413,855 
230,2558,836 
240,2643,839 
250,2725,854 
260,2802,857 
270,2897,833 
280,2977,857 
290,3052,833 
300,3165,841 
310,3233,846 
320,3331,842 
330,2922,828 
340,2394,842 
350,1867,767 
360,1386,545 
370,1069,518 
380,715,457 
390,419,345 
400,109,111 
410,5,5 
412,0,0 
