time,users_count,finish_users_count 
0,88,0 
10,188,0 
20,302,0 
30,438,19 
40,591,74 
50,732,121 
60,945,182 
70,1154,258 
80,1350,342 
90,1584,451 
100,1845,619 
110,2102,788 
120,2351,958 
130,2669,1148 
140,2989,1359 
150,3284,1557 
160,3620,1797 
170,3972,2061 
180,4350,2360 
190,4713,2630 
200,5090,2907 
210,5534,3253 
220,6013,3600 
230,6482,3924 
240,6927,4284 
250,7413,4688 
260,7922,5120 
270,8442,5545 
280,8952,5975 
290,9488,6436 
300,10077,6912 
310,10668,7435 
320,11269,7938 
330,11341,8419 
340,11341,8947 
350,11341,9474 
360,11341,9955 
370,11341,10272 
380,11341,10626 
390,11341,10922 
400,11341,11232 
410,11341,11336 
412,11341,11341 
