time,load@tsung_controller@ip-172-31-19-35 
0,0.0 
10,0.0 
20,0.078125 
30,0.0703125 
40,0.05859375 
50,0.05078125 
60,0.0390625 
70,0.03125 
80,0.03125 
90,0.01953125 
100,0.01953125 
110,0.01953125 
120,0.01171875 
130,0.078125 
140,0.0703125 
150,0.05859375 
160,0.05078125 
170,0.12109375 
180,0.1015625 
190,0.16015625 
200,0.12890625 
210,0.109375 
220,0.08984375 
230,0.078125 
240,0.0703125 
250,0.12890625 
260,0.19140625 
270,0.30859375 
280,0.26953125 
290,0.30859375 
300,0.33984375 
310,0.2890625 
320,0.23828125 
330,0.19921875 
340,0.25 
350,0.2109375 
360,0.25 
370,0.2890625 
380,0.25 
390,0.2109375 
400,0.171875 
410,0.1484375 
420,0.12109375 
430,0.1015625 
440,0.08984375 
450,0.0703125 
