time,users_count,finish_users_count 
0,7.8,0 
10,11.7,0 
20,8.4,0 
30,13.7,1.5 
40,16.9,5.7 
50,13.4,4.3 
60,20.3,6 
70,20.1,9.5 
80,19.9,10.3 
90,22.6,12 
100,26.2,13.1 
110,24.5,13.9 
120,26.8,15.7 
130,28.8,17.9 
140,30.9,20.3 
150,32.9,22 
160,34.4,24.3 
170,35,22.1 
180,38.5,28.3 
190,39.5,30.2 
200,36.2,31.4 
210,44.2,32.7 
220,44.2,35.4 
230,45.9,33.6 
240,47.5,34.6 
250,52.6,41.5 
260,46.6,40.5 
270,54.3,44.7 
280,53.9,44.7 
290,51.1,47.1 
300,61.2,44.7 
310,53.2,52.3 
320,56.5,49.3 
330,7.3,48.2 
340,0,52.6 
350,0,51.4 
360,0,47.6 
370,0,28.9 
380,0,31.5 
390,0,25.6 
400,0,24.6 
410,0,6.9 
420,0,2.2 
430,0,4.6 
440,0,3.3 
450,0,4.4 
