time,502,200,500,302,504 
100,17.7,34.3,0.5,22.6, 
110,19.7,37.2,0.8,24, 
120,22.4,36.6,0.7,26.8, 
130,34.4,37.8,2,23.2, 
140,41,34.4,3.6,26, 
150,42.2,33.6,3.3,28.7, 
160,50,33,3.1,26.4, 
170,53.7,31.5,6.3,28.7, 
180,73.5,32,7.3,25.4, 
190,77.6,32.4,7.9,25.7, 
200,71.4,30.7,8.3,29.1, 
210,88.1,27.5,9.7,28.7, 
220,87.3,25.6,7.9,29.3, 
230,93.8,27.8,11.1,28, 
240,106.3,27.4,10.2,26.3, 
250,123.6,24,12.7,26.5, 
260,122.8,25.3,10.6,24.8, 
270,128,25.6,11.2,27.7, 
280,140.7,23.4,11.2,26.3, 
290,134.4,25.9,13.7,27.5, 
300,181.9,8.3,13.6,12.7, 
310,202.5,0,5.4,0.2, 
320,202.1,0,5.4,0.6, 
330,116.9,0,5.9,0.5, 
340,101.1,0,6.9,1.1, 
350,102.8,0,7.4,1, 
360,76.5,0,6.9,0.3, 
370,55.6,0,6.9,0.3, 
380,51.7,0,5.9,0.9, 
390,46.1,0,5.4,0.2, 
400,25.8,0,5.4,0, 
410,4.2,0,5.4,0, 
420,0,0,5.4,0,0.5 
430,0,0,5.4,0,0 
440,0,0,5.4,0,0 
450,0,0,5.4,0,0 
