time,recvpackets@tsung_controller@ip-172-31-19-35 
10,837 
20,691.0 
30,614.0 
40,1292.0 
50,1347.0 
60,1517.0 
70,1907.0 
80,2460.0 
90,2602.0 
100,2931.0 
110,3353.0 
120,3363.0 
130,4048.0 
140,4559.0 
150,4588.0 
160,5054.0 
170,5845.0 
180,5492.0 
190,6292.0 
200,6541.0 
210,7.1e3 
220,7899.0 
230,8122.0 
240,8114.0 
250,8779.0 
260,8796.0 
270,8834.0 
280,9370.0 
290,9173.0 
300,9732.0 
310,9973.0 
320,9894.0 
330,9838.0 
340,6439.0 
350,5303.0 
360,5008.0 
370,3771.0 
380,3146.0 
390,3389.0 
400,3172.0 
407,1464.0 
