time,users_count,finish_users_count 
0,10,0 
10,22,0 
20,36,0 
30,54,2 
40,78,8 
50,106,13 
60,141,25 
70,176,39 
80,229,60 
90,272,74 
100,328,96 
110,397,126 
120,453,162 
130,536,202 
140,631,253 
150,741,300 
160,865,352 
170,1027,420 
180,1179,489 
190,1375,554 
200,1581,615 
210,1809,732 
220,2079,877 
230,2352,1014 
240,2412,1138 
250,2412,1338 
260,2412,1530 
270,2412,1719 
280,2412,1838 
290,2412,1934 
300,2412,2059 
310,2412,2205 
320,2412,2287 
330,2412,2412 
333,2412,2412 
