time,size_sent,size_rcv 
0,13.6171875,13.95625 
10,19.95703125,20.040625 
20,27.9515625,27.84375 
30,53.78984375,54.203125 
40,103.34765625,105.6328125 
50,152.36484375,156.5921875 
60,236.1921875,241.2 
70,342.44609375,354.53828125 
80,498.43984375,516.021875 
90,603.709375,627.2515625 
100,760.91328125,792.26328125 
110,961.465625,1002.0734375 
120,1188.74375,1244.4171875 
130,1467.03828125,1533.16484375 
140,1803.85,1886.58125 
150,2137.428125,2246.98515625 
160,2551.584375,2651.3578125 
170,2993.05546875,3132.271875 
180,3470.934375,3630.0421875 
190,3982.609375,4153.52109375 
200,4594.5578125,4707.978125 
210,5316.7828125,5300.14453125 
220,6172.5921875,5976.29921875 
230,6977.45859375,6589.484375 
240,7625.3484375,7161.528125 
250,8436.56796875,7726.69140625 
260,9205.89453125,8257.74765625 
270,9889.98125,8754.4875 
280,10391.59921875,9120.39921875 
290,10706.9703125,9518.46796875 
300,11118.446875,9938.12578125 
310,11512.05703125,10310.73046875 
320,11741.2390625,10528.7375 
330,11888.9921875,10743.2671875 
333,11888.9921875,10743.2671875 
