time,connect,request 
0,13.932,169.495 
10,13.932,169.495 
20,13.932,169.495 
30,13.932,361.858 
40,13.932,7388.053 
50,13.932,9915.471 
60,17.212,11206.535 
70,17.212,11206.535 
80,17.212,20880.094 
90,17.212,20880.094 
100,17.212,20880.094 
110,17.212,21032.457 
120,27.351,23961.202 
130,27.351,25515.218 
140,27.351,29185.827 
150,27.351,29185.827 
160,27.351,31311.046 
170,27.351,33943.388 
180,27.351,36393.849 
190,27.351,36424.123 
200,27.351,36424.123 
210,27.351,36424.123 
220,27.351,36424.123 
230,27.351,36424.123 
240,27.351,36424.123 
250,27.351,37150.953 
260,27.351,37150.953 
270,27.351,38452.025 
280,27.351,41097.008 
290,27.351,41097.008 
300,27.351,47492.566 
310,27.351,47492.566 
320,27.351,47492.566 
324,27.351,47492.566 
