time,502,200,500,302 
110,1.2,2.8,9.9,3.1 
120,3.5,3.2,12,3.9 
130,17.6,3.2,11.7,2.3 
140,19,1.7,11.5,2.6 
150,28.1,1.9,11,1.6 
160,15.2,2.9,9,3.2 
170,19.4,1.7,11.1,1.8 
180,21,2.4,11.5,1.9 
190,19,4.6,11.4,4.2 
200,17.2,1.7,10.6,1 
210,13.5,2.9,10.7,2.9 
220,11.3,1.8,9.3,2.4 
230,5.5,2.2,8.9,4.1 
240,0,1.3,9.1,4 
250,0,1.5,8.5,5.8 
260,0,1.2,6.6,4.4 
270,0,1.3,6.5,4.2 
280,0,1.2,8.3,7.5 
290,0,1.6,6.2,6.4 
300,0,1.5,4.4,3.4 
310,0,1.6,1.8,1.4 
320,0,3.1,0.1,1.3 
324,0,0.6,0,0 
