time,recvpackets@tsung_controller@ip-172-31-23-21 
10,78 
20,82.0 
30,156.0 
40,282.0 
50,493.0 
60,316.0 
70,345.0 
80,753.0 
90,891.0 
100,712.0 
110,1372.0 
120,1249.0 
130,2021.0 
140,1248.0 
150,1677.0 
160,2158.0 
170,2557.0 
180,2682.0 
190,3186.0 
200,3495.0 
210,3941.0 
220,4109.0 
230,4234.0 
240,5249.0 
250,3652.0 
260,2893.0 
270,3080.0 
280,3060.0 
290,2583.0 
300,2713.0 
310,2694.0 
320,2237.0 
