time,connect,request 
0,0.805,6.01 
10,0.805,6.01 
20,0.805,6.01 
30,0.805,6.01 
40,0.804,6.01 
50,0.793,6.01 
60,0.793,6.01 
70,0.759,6.01 
80,0.699,6.01 
90,0.699,6.01 
100,0.699,6.01 
110,0.699,6.01 
120,0.699,6.01 
130,0.699,6.01 
140,0.699,6.01 
150,0.699,6.01 
160,0.699,6.01 
170,0.683,6.01 
180,0.683,6.01 
190,0.683,6.01 
200,0.666,6.01 
210,0.666,6.01 
220,0.617,6.01 
230,0.617,6.01 
240,0.617,6.01 
250,0.617,6.01 
260,0.617,6.01 
270,0.617,6.01 
280,0.617,6.01 
290,0.617,6.01 
300,0.617,6.01 
310,0.617,6.01 
