time,users_count,finish_users_count 
0,1.4,0 
10,0.8,0 
20,1.6,0 
30,1.1,0 
40,2.6,0.7 
50,2.8,0.4 
60,4.5,0.4 
70,4.4,1.2 
80,2.8,1.8 
90,5.8,1.6 
100,4.7,1.6 
110,5.6,1.7 
120,7,1.8 
130,7.2,1.8 
140,8.7,3.4 
150,11.9,4.1 
160,12.1,5.5 
170,11.2,4.9 
180,16.7,9.6 
190,18.5,6.3 
200,23.9,10.8 
210,21.3,9.6 
220,27.8,13.8 
230,26.8,14.7 
240,6.7,14.6 
250,0,17.2 
260,0,18.8 
270,0,20.4 
280,0,11.4 
290,0,10.7 
300,0,13.7 
310,0,13.1 
320,0,6.2 
330,0,3.1 
340,0,2.2 
350,0,1.5 
360,0,2.5 
367,0,6.8 
