time,502,200,500,302 
130,26,1401,,537 
140,285,1527,,590 
150,588,1634,,627 
160,782,1838,1,713 
170,1156,2005,9,777 
180,1733,2169,21,839 
190,2331,2322,29,917 
200,3220,2460,33,968 
210,4029,2594,53,1034 
220,5131,2717,69,1094 
230,6330,2866,92,1187 
240,7272,2997,124,1260 
250,8270,3091,144,1297 
260,9317,3171,173,1333 
270,10348,3244,196,1366 
280,10930,3318,218,1408 
290,11473,3379,231,1453 
300,12161,3441,249,1507 
310,12808,3496,266,1538 
320,12991,3559,278,1628 
330,13081,3615,278,1668 
340,13081,3666,278,1716 
350,13081,3724,278,1773 
360,13081,3779,278,1797 
367,13081,3854,278,1836 
