time,recvpackets@tsung_controller@ip-172-31-23-21 
10,183 
20,183 
30,183 
40,183 
50,381 
60,381 
70,623 
80,717 
90,717 
100,1011 
110,1011 
120,1011 
130,1467 
140,1467 
150,1467 
160,1492 
170,1661 
180,1730 
190,2222 
200,2222 
210,2576 
220,2576 
230,3121 
240,3614 
250,3614 
260,3614 
270,3614 
280,3614 
290,3614 
300,3614 
310,3614 
320,3614 
330,3614 
340,3614 
350,3614 
360,3614 
367,3614 
