time,users_count,finish_users_count 
0,14,0 
10,22,0 
20,38,0 
30,49,0 
40,75,7 
50,103,11 
60,148,15 
70,192,27 
80,220,45 
90,278,61 
100,325,77 
110,381,94 
120,451,112 
130,523,130 
140,610,164 
150,729,205 
160,850,260 
170,962,309 
180,1129,405 
190,1314,468 
200,1553,576 
210,1766,672 
220,2044,810 
230,2312,957 
240,2379,1103 
250,2379,1275 
260,2379,1463 
270,2379,1667 
280,2379,1781 
290,2379,1888 
300,2379,2025 
310,2379,2156 
320,2379,2218 
330,2379,2249 
340,2379,2271 
350,2379,2286 
360,2379,2311 
367,2379,2379 
