time,users,connected 
0,14,14 
10,22,8 
20,38,14 
30,49,13 
40,68,18 
50,95,25 
60,133,34 
70,169,38 
80,178,10 
90,217,41 
100,248,24 
110,287,37 
120,339,52 
130,395,52 
140,454,64 
150,525,66 
160,590,69 
170,657,68 
180,725,55 
190,848,138 
200,977,126 
210,1094,113 
220,1234,137 
230,1355,23 
240,1385,-32 
250,1385,-135 
260,1385,-217 
270,1385,-190 
280,1385,-129 
290,1385,-112 
300,1385,-117 
310,1385,-92 
320,1385,-58 
330,1385,-27 
340,1385,-21 
350,1385,-16 
360,1385,-24 
367,1385,-69 
