time,users,connected 
0,7,7 
10,16,9 
20,26,10 
30,38,11 
40,43,5 
50,52,9 
60,69,17 
70,94,20 
80,124,27 
90,148,12 
100,161,3 
110,161,2 
120,165,8 
130,190,19 
140,214,17 
150,243,13 
160,245,-31 
170,245,-31 
180,245,-33 
190,245,-32 
200,245,-21 
210,245,-17 
220,245,-24 
230,245,0 
240,245,0 
250,245,0 
254,245,0 
