time,page 
0,1.1 
10,1.5 
20,0.7 
30,1.8 
40,1.7 
50,0.8 
60,2.7 
70,3.3 
80,3.2 
90,4.4 
100,4.8 
110,5 
120,4.7 
130,5.5 
140,6.8 
150,6.1 
160,5.4 
170,3.5 
180,4.5 
190,3.3 
200,1.1 
210,1.5 
220,1.9 
230,1.2 
240,2.4 
250,2.2 
253,1.1 
