time,page 
0,6.9 
10,10.6 
20,9.9 
30,18.9 
40,23.7 
50,24.1 
60,32.5 
70,35.9 
80,40.9 
90,49.1 
100,59.8 
110,57.9 
120,64.6 
130,74.8 
140,77.9 
150,85.5 
160,83.3 
170,93.2 
180,95.1 
190,98.3 
200,108.8 
210,109.2 
220,115.8 
230,111.8 
240,121.6 
250,129.2 
260,129 
270,143.3 
280,138.8 
290,152.5 
300,149.9 
310,162.8 
320,160 
330,122.3 
340,109.5 
350,106.2 
360,79.5 
370,54.6 
380,56.9 
390,60.3 
400,32.7 
407,4.7 
