time,session 
30,35057.554 
40,35053.474 
50,35048.064 
60,35046.929 
70,35046.929 
80,35046.929 
90,35045.596 
100,35045.596 
110,35045.596 
120,35045.596 
130,35045.596 
140,35045.54 
150,35045.54 
160,35045.54 
170,35045.54 
180,35045.54 
190,35045.54 
200,35045.54 
210,35045.54 
220,35045.54 
230,35045.54 
240,35045.54 
250,35045.54 
260,35045.54 
270,35045.54 
280,35045.54 
290,35045.54 
300,35045.54 
310,35045.54 
320,35045.54 
330,35045.54 
340,35045.54 
350,35045.54 
360,35045.54 
370,35045.54 
380,35045.54 
390,35045.54 
400,35045.54 
407,35045.54 
