time,users_count,finish_users_count 
0,7.7,0 
10,10.1,0 
20,10.1,0 
30,15.1,1 
40,13.4,4.8 
50,13.7,5.5 
60,20,6.2 
70,18.8,5.9 
80,18.8,10.7 
90,23.1,13.2 
100,27,14.2 
110,25.9,16.8 
120,30.1,16.7 
130,30.3,19.3 
140,29.7,25.7 
150,36.9,23.2 
160,32.3,24.1 
170,34.9,28.5 
180,34.9,30.3 
190,40.3,27.5 
200,41.7,32.6 
210,41,34.5 
220,43.2,34 
230,43.2,38.4 
240,46.5,36.8 
250,52,39.1 
260,51.1,36.5 
270,54.4,44 
280,55.7,41.4 
290,56.9,47.7 
300,54.1,46.6 
310,57.2,51.6 
320,57.7,49.5 
330,6.3,56 
340,0,55.4 
350,0,54 
360,0,43.2 
370,0,30 
380,0,24.9 
390,0,32 
400,0,27.7 
407,0,4.6 
