time,sentpackets@tsung_controller@ip-172-31-29-214 
10,693 
20,650.0 
30,834.0 
40,1287.0 
50,1422.0 
60,1410.0 
70,1970.0 
80,2258.0 
90,2414.0 
100,2933.0 
110,3479.0 
120,3373.0 
130,3961.0 
140,4386.0 
150,4224.0 
160,5224.0 
170,4647.0 
180,5240.0 
190,5504.0 
200,5857.0 
210,6105.0 
220,6250.0 
230,6680.0 
240,6705.0 
250,6883.0 
260,7417.0 
270,7710.0 
280,8074.0 
290,8395.0 
300,8569.0 
310,8796.0 
320,9099.0 
330,9328.0 
340,5467.0 
350,5465.0 
360,5240.0 
370,4001.0 
380,3257.0 
390,3308.0 
400,3085.0 
407,1283.0 
