time,connect,request 
0,6.9,15.1 
10,10.6,20.4 
20,9.9,19.7 
30,15.3,35.2 
40,13.2,37.4 
50,13.8,38 
60,19.4,54.8 
70,23.2,55.1 
80,23.7,59.4 
90,27.7,74.4 
100,36,87.2 
110,32.3,82.6 
120,37.2,91.4 
130,41.6,108.6 
140,39.2,106.9 
150,46,121.4 
160,45,115.5 
170,49,127.2 
180,46.8,127.5 
190,54.6,139.4 
200,57.9,149.9 
210,55.9,150.7 
220,61.8,157.8 
230,55.9,154.4 
240,63.5,167.1 
250,68.2,180 
260,71.1,184.6 
270,75.3,193.8 
280,77.2,191.3 
290,76.9,210.6 
300,75.8,200 
310,81.7,226.4 
320,82.3,216.8 
330,36.1,131.1 
340,25.6,109.5 
350,25.3,106.2 
360,29.9,79.5 
370,24.6,54.6 
380,32.3,56.9 
390,28,60.3 
400,4.6,32.7 
407,0.1,4.7 
