time,recvpackets@tsung_controller@ip-172-31-29-214 
10,634 
20,557.0 
30,656.0 
40,1077.0 
50,1136.0 
60,1125.0 
70,1679.0 
80,1887.0 
90,1983.0 
100,2425.0 
110,2919.0 
120,2779.0 
130,3304.0 
140,3602.0 
150,3407.0 
160,4320.0 
170,3952.0 
180,4359.0 
190,4537.0 
200,4964.0 
210,5133.0 
220,5334.0 
230,5746.0 
240,5658.0 
250,5950.0 
260,6597.0 
270,7082.0 
280,7320.0 
290,7882.0 
300,8162.0 
310,8404.0 
320,8775.0 
330,8999.0 
340,4935.0 
350,4499.0 
360,4544.0 
370,3374.0 
380,2838.0 
390,2852.0 
400,2354.0 
407,839.0 
