time,freemem@tsung_controller@ip-172-31-29-214 
0,3521.8359375 
10,3521.6328125 
20,3518.9921875 
30,3515.8828125 
40,3504.734375 
50,3502.1328125 
60,3493.9921875 
70,3485.25 
80,3481.37890625 
90,3474.734375 
100,3471.0625 
110,3460.14453125 
120,3451.8203125 
130,3450.1015625 
140,3448.6640625 
150,3447.140625 
160,3447.140625 
170,3447.140625 
180,3437.0078125 
190,3429.82421875 
200,3414.78515625 
210,3410.46484375 
220,3408.75 
230,3407.46875 
240,3406.08203125 
250,3404.1796875 
260,3388.546875 
270,3384.90234375 
280,3382.99609375 
290,3381.81640625 
300,3381.171875 
310,3366.87109375 
320,3347.01953125 
330,3314.34765625 
340,3294.74609375 
350,3294.74609375 
360,3294.74609375 
370,3294.74609375 
380,3294.74609375 
390,3294.74609375 
400,3294.74609375 
