time,users,connected 
0,89,83 
10,175,170 
20,268,266 
30,395,392 
40,489,488 
50,596,596 
60,700,660 
70,825,786 
80,929,886 
90,1064,997 
100,1162,1086 
110,1241,1172 
120,1350,1264 
130,1425,1332 
140,1483,1376 
150,1588,1469 
160,1691,1589 
170,1778,1660 
180,1902,1755 
190,1987,1836 
200,2096,1952 
210,2184,2027 
220,2293,2127 
230,2384,2224 
240,2472,2294 
250,2589,2400 
260,2668,2460 
270,2756,2542 
280,2824,2616 
290,2895,2691 
300,3037,2799 
310,3256,3021 
320,3411,3177 
330,2965,2764 
340,2288,2052 
350,1716,1484 
360,1206,964 
370,951,733 
380,687,455 
390,454,253 
400,200,202 
